Time,signal
0.0,329
0.004001600640256103,288
0.008003201280512205,240
0.012004801920768308,193
0.01600640256102441,165
0.020008003201280513,157
0.024009603841536616,157
0.028011204481792718,181
0.03201280512204882,197
0.03601440576230493,183
0.040016006402561026,173
0.044017607042817125,214
0.04801920768307323,241
0.05202080832332934,226
0.056022408963585436,213
0.060024009603841535,193
0.06402561024409764,149
0.06802721088435375,108
0.07202881152460985,76
0.07603041216486595,24
0.08003201280512205,-32
0.08403361344537816,-70
0.08803521408563425,-131
0.09203681472589036,-190
0.09603841536614646,-226
0.10004001600640257,-256
0.10404161664665867,-257
0.10804321728691477,-260
0.11204481792717087,-263
0.11604641856742698,-275
0.12004801920768307,-258
0.12404961984793918,-276
0.12805122048819528,-309
0.13205282112845138,-313
0.1360544217687075,-279
0.1400560224089636,-173
0.1440576230492197,59
0.1480592236894758,361
0.1520608243297319,688
0.156062424969988,1058
0.1600640256102441,1161
0.1640656262505002,751
0.16806722689075632,161
0.1720688275310124,-311
0.1760704281712685,-608
0.18007202881152462,-802
0.1840736294517807,-955
0.18807523009203683,-1048
0.19207683073229292,-1045
0.19607843137254902,-906
0.20008003201280514,-734
0.20408163265306123,-614
0.20808323329331735,-484
0.21208483393357344,-333
0.21608643457382953,-146
0.22008803521408565,-22
0.22408963585434175,41
0.22809123649459784,42
0.23209283713485396,52
0.23609443777511005,99
0.24009603841536614,137
0.24409763905562226,152
0.24809923969587835,130
0.25210084033613445,95
0.25610244097639057,103
0.2601040416166467,198
0.26410564225690275,278
0.26810724289715887,293
0.272108843537415,322
0.27611044417767105,372
0.2801120448179272,416
0.2841136454581833,413
0.2881152460984394,359
0.2921168467386955,301
0.2961184473789516,305
0.3001200480192077,336
0.3041216486594638,378
0.3081232492997199,393
0.312124849939976,287
0.3161264505802321,184
0.3201280512204882,120
0.32412965186074433,108
0.3281312525010004,121
0.3321328531412565,213
0.33613445378151263,261
0.3401360544217687,210
0.3441376550620248,191
0.34813925570228094,164
0.352140856342537,125
0.3561424569827931,119
0.36014405762304924,168
0.36414565826330536,190
0.3681472589035614,163
0.37214885954381755,122
0.37615046018407367,42
0.38015206082432973,-10
0.38415366146458585,-11
0.38815526210484197,-22
0.39215686274509803,-56
0.39615846338535415,-119
0.4001600640256103,-168
0.40416166466586634,-209
0.40816326530612246,-249
0.4121648659463786,-262
0.4161664665866347,-261
0.42016806722689076,-253
0.4241696678671469,-255
0.428171268507403,-260
0.43217286914765907,-276
0.4361744697879152,-290
0.4401760704281713,-246
0.44417767106842737,-128
0.4481792717086835,99
0.4521808723489396,405
0.4561824729891957,748
0.4601840736294518,1052
0.4641856742697079,1070
0.468187274909964,645
0.4721888755502201,103
0.4761904761904762,-305
0.4801920768307323,-566
0.4841936774709884,-780
0.4881952781112445,-944
0.49219687875150064,-1025
0.4961984793917567,-1014
0.5002000800320128,-917
0.5042016806722689,-768
0.508203281312525,-598
0.5122048819527811,-449
0.5162064825930373,-327
0.5202080832332934,-218
0.5242096838735495,-124
0.5282112845138055,-59
